,structure,phfreq,phdos
10,"{'numbers': [12, 52], 'positions': [[0.0, 0.0, 0.0], [0.0, 5.1161854900281165, 4.440892098500626e-16]], 'cell': [[1.205896484602367, 3.4107903266854107, 2.0886739800000003], [1.205896484602367, 3.4107903266854107, -2.0886739799999994], [-2.4117929692047335, 3.4107903266854107, -0.0]], 'pbc': [True, True, True]}","[0.0, 20.0, 40.0, 60.0, 80.0, 100.0, 120.0, 140.0, 160.0, 180.0, 200.0, 220.0, 240.0, 260.0, 280.0, 300.0, 320.0, 340.0, 360.0, 380.0, 400.0, 420.0, 440.0, 460.0, 480.0, 500.0, 520.0, 540.0, 560.0, 580.0, 600.0, 620.0, 640.0, 660.0, 680.0, 700.0, 720.0, 740.0, 760.0, 780.0, 800.0, 820.0, 840.0, 860.0, 880.0, 900.0, 920.0, 940.0, 960.0, 980.0, 1000.0]","[0.11957410750771301, 0.0, 0.40241657319216584, 0.8636594223446895, 1.0, 0.5905272630189449, 0.0, 0.39554483114203665, 0.8576765150891281, 0.948527867216489, 0.5230436738380991, 0.10975253755313406, 0.2007257885252835, 0.12464074020722861, 0.0393695137672415, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
11,"{'numbers': [3, 9], 'positions': [[0.0, 0.0, 0.0], [1.259698185, 1.259698185, 1.2596981850000002]], 'cell': [[2.51939637, 0.0, 1.5426853501519803e-16], [-1.5426853501519803e-16, 2.51939637, 1.5426853501519803e-16], [0.0, 0.0, 2.51939637]], 'pbc': [True, True, True]}","[0.0, 20.0, 40.0, 60.0, 80.0, 100.0, 120.0, 140.0, 160.0, 180.0, 200.0, 220.0, 240.0, 260.0, 280.0, 300.0, 320.0, 340.0, 360.0, 380.0, 400.0, 420.0, 440.0, 460.0, 480.0, 500.0, 520.0, 540.0, 560.0, 580.0, 600.0, 620.0, 640.0, 660.0, 680.0, 700.0, 720.0, 740.0, 760.0, 780.0, 800.0, 820.0, 840.0, 860.0, 880.0, 900.0, 920.0, 940.0, 960.0, 980.0, 1000.0]","[0.04430528263284038, 0.09405672010781152, 0.18002652097990163, 0.2675254403993261, 0.3301413654892692, 0.39338688661711235, 0.44420205319450684, 0.4936056853208161, 0.5330905615827595, 0.5808141218068357, 0.6255382645890838, 0.6754491071806495, 0.7342925048087197, 0.8940748052658863, 1.0, 0.8170385940116528, 0.46819846200486803, 0.23635265652126766, 0.4261705379611057, 0.7568780629259364, 0.8420525488225514, 0.6733793040699061, 0.4133920669403879, 0.3223437271822356, 0.31710025857847235, 0.3027082997136493, 0.29237399560957567, 0.28969445905609237, 0.2612425512706874, 0.1905748204125086, 0.09005372713142401, 0.017363852631656136, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
12,"{'numbers': [12, 12, 50, 50, 33, 33, 33, 33], 'positions': [[3.8675890941183226, 1.354793812769634, -1.1509766545200097], [0.0, 0.0, 0.0], [3.3436471126051766, -2.709587625539269, -2.220446049250313e-16], [1.6718235563025887, -1.3547938127696346, -3.672601075], [0.5470247476768877, 0.6773969063848178, -4.879367989429489], [2.220367773731645, -0.6755218717479441, -1.205021950330518], [2.7466235590467125, 3.386984531924085, -2.3559986048505266], [5.564809220386575, -3.3888595665609587, -1.2067669144294888]], 'cell': [[5.5394126504209105, -0.0, 2.5216244204799905], [1.1478815747894429, -5.419175251078537, -2.5216244204799905], [-1.1478815747894429, 5.419175251078537, -4.82357772952001]], 'pbc': [True, True, True]}","[0.0, 20.0, 40.0, 60.0, 80.0, 100.0, 120.0, 140.0, 160.0, 180.0, 200.0, 220.0, 240.0, 260.0, 280.0, 300.0, 320.0, 340.0, 360.0, 380.0, 400.0, 420.0, 440.0, 460.0, 480.0, 500.0, 520.0, 540.0, 560.0, 580.0, 600.0, 620.0, 640.0, 660.0, 680.0, 700.0, 720.0, 740.0, 760.0, 780.0, 800.0, 820.0, 840.0, 860.0, 880.0, 900.0, 920.0, 940.0, 960.0, 980.0, 1000.0]","[0.0024500513459798407, 0.08541787294455355, 0.6045756711149786, 1.0, 0.8409604064980731, 0.39067656265222883, 0.15596426519660023, 0.3106944403059967, 0.3208068351681105, 0.4133028674575828, 0.8154362405040664, 0.7459897421576009, 0.5719129021928231, 0.6218441897560519, 0.8852517640637568, 0.5877060474440026, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
13,"{'numbers': [4, 4, 50, 50, 33, 33, 33, 33], 'positions': [[1.5271314166828065, -1.2503856414808472, -3.437909365], [3.0542628333656126, -2.5007712829616944, 0.0], [0.0, 0.0, 0.0], [3.5747145327679766, 1.2503856414808476, -1.1716514726385987], [2.271413367262622, 3.1259641037021186, -2.45200140142465], [5.036449872192905, -2.8435620058023856, -1.024430490033248], [0.7999613068651322, 0.6251928207404234, -4.462339855033248], [2.0958673525809046, -0.9075949186401566, -1.2803499287860518]], 'cell': [[5.101845949450783, -0.0, 2.266257892361401], [1.0066797172804436, -5.00154256592339, -2.266257892361401], [-1.0066797172804436, 5.00154256592339, -4.609560837638599]], 'pbc': [True, True, True]}","[0.0, 20.0, 40.0, 60.0, 80.0, 100.0, 120.0, 140.0, 160.0, 180.0, 200.0, 220.0, 240.0, 260.0, 280.0, 300.0, 320.0, 340.0, 360.0, 380.0, 400.0, 420.0, 440.0, 460.0, 480.0, 500.0, 520.0, 540.0, 560.0, 580.0, 600.0, 620.0, 640.0, 660.0, 680.0, 700.0, 720.0, 740.0, 760.0, 780.0, 800.0, 820.0, 840.0, 860.0, 880.0, 900.0, 920.0, 940.0, 960.0, 980.0, 1000.0]","[0.12326110674581048, 0.0, 0.256731703854654, 0.698923092549992, 0.8225905844022343, 0.7170027657632142, 0.45109031174999226, 0.2937554297526742, 0.39579666265896857, 0.3151562194441824, 0.8995198599139765, 1.0, 0.7906198196903327, 0.18303489219918342, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05596859491995956, 0.4298290292381105, 0.5616103155335276, 0.63330155994448, 0.3875616703720293, 0.19558715775894944, 0.052917363678693, 0.0, 0.0, 2.7369971665753927e-10, 5.326862232533752e-10, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
14,"{'numbers': [4, 4, 14, 14, 15, 15, 15, 15], 'positions': [[3.252733338498039, 1.1383443441865764, -1.0316622725491624], [0.0, 0.0, 0.0], [1.395254464982314, -1.1383443441865766, -3.11413972], [2.7905089299646275, -2.2766886883731523, 2.220446049250313e-16], [2.8632612955843895, 0.5691721720932885, -3.075794452823649], [2.341174057915314, -2.9192339835153307, -2.1112462634509317], [4.168583238771803, -0.4957990490443984, 0.03834526717635067], [-0.07704298531080289, 2.8458608604664413, -3.1429085360000943]], 'cell': [[4.647987803480352, -0.0, 2.082477447450837], [0.933030056448903, -4.5533773767463055, -2.082477447450837], [-0.933030056448903, 4.5533773767463055, -4.1458019925491625]], 'pbc': [True, True, True]}","[0.0, 20.0, 40.0, 60.0, 80.0, 100.0, 120.0, 140.0, 160.0, 180.0, 200.0, 220.0, 240.0, 260.0, 280.0, 300.0, 320.0, 340.0, 360.0, 380.0, 400.0, 420.0, 440.0, 460.0, 480.0, 500.0, 520.0, 540.0, 560.0, 580.0, 600.0, 620.0, 640.0, 660.0, 680.0, 700.0, 720.0, 740.0, 760.0, 780.0, 800.0, 820.0, 840.0, 860.0, 880.0, 900.0, 920.0, 940.0, 960.0, 980.0, 1000.0]","[0.0, 0.0028670700786892086, 0.009584491520148645, 0.02360499953639694, 0.04276406267992135, 0.11539983639616137, 0.2540614343642391, 0.4334831522267456, 0.590141571591885, 0.634591940091933, 0.5766509719792314, 0.4718351295122286, 0.3451148475199633, 0.230384463573274, 0.1631640590127464, 0.18378517299812622, 0.2710150482511048, 0.3518420336928951, 0.295002097409302, 0.15664878383357067, 0.0, 0.0, 0.08955974072035355, 0.6583028796014126, 1.0, 0.7535898059807502, 0.11469412485670351, 0.09153337667999323, 0.699632035818158, 0.9863073802853164, 0.6910532577405627, 0.19264051915285818, 0.0, 0.0, 0.0, 0.0, 1.5753746561911612e-28, 1.3577326503487406e-28, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
15,"{'numbers': [4, 4, 14, 14, 33, 33, 33, 33], 'positions': [[1.455521590978857, -1.1881019603195506, -3.2525015649999998], [1.939629445367208, 2.3762039206391012, -4.334286652245156], [3.395151036346066, 1.188101960319551, -1.0817850872451567], [0.0, 0.0, 0.0], [4.832328483771384, -2.876599199470805, -1.040793353434174], [0.5804995668084942, 0.5940509801597753, -4.293294918434174], [2.328944601242318, 2.9702549007988766, -2.2081350599335594], [1.9595726028276488, -0.6877066814878454, -1.1263499726884034]], 'cell': [[4.850672627324923, -0.0, 2.1707164777548433], [0.971413736590506, -4.7524078412782025, -2.1707164777548433], [-0.971413736590506, 4.7524078412782025, -4.334286652245157]], 'pbc': [True, True, True]}","[0.0, 20.0, 40.0, 60.0, 80.0, 100.0, 120.0, 140.0, 160.0, 180.0, 200.0, 220.0, 240.0, 260.0, 280.0, 300.0, 320.0, 340.0, 360.0, 380.0, 400.0, 420.0, 440.0, 460.0, 480.0, 500.0, 520.0, 540.0, 560.0, 580.0, 600.0, 620.0, 640.0, 660.0, 680.0, 700.0, 720.0, 740.0, 760.0, 780.0, 800.0, 820.0, 840.0, 860.0, 880.0, 900.0, 920.0, 940.0, 960.0, 980.0, 1000.0]","[0.0, 0.017814535696848613, 0.02234813188447006, 0.12788005538649094, 0.42553397955349154, 0.8140087236318142, 0.9679564894177323, 0.8064296560330136, 0.46120548285085855, 0.49480797323204423, 0.5363282495722548, 0.43953050293120294, 0.12452599817588111, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3328959199614482, 0.8872662228616495, 1.0, 0.5125781240484596, 0.0650951890849839, 0.0, 0.10502256335282027, 0.6074957397721783, 0.9895631324433473, 0.7852236079988234, 0.26306084118811063, 0.0, 0.0, 0.0, 7.716015774464355e-14, 1.978475580166668e-13, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
16,"{'numbers': [4, 4, 32, 32, 33, 33, 33, 33], 'positions': [[1.4721467713933731, -1.204481977736497, -3.30822679], [2.9442935427867463, -2.4089639554729945, -2.220446049250313e-16], [0.0, 0.0, 0.0], [3.4431144260911135, 1.204481977736497, -1.1209565813223232], [4.878587675214253, -2.8597630163164776, -1.0385433783612152], [2.309208163151645, 3.0112049443412428, -2.2970048886222694], [1.9954832377081098, -0.7536829168930141, -1.1760483072999461], [0.647243318894965, 0.6022409888682483, -4.346770168361215]], 'cell': [[4.915261197484487, -0.0, 2.1872702086776767], [0.973325888089006, -4.817927910945988, -2.1872702086776767], [-0.973325888089006, 4.817927910945988, -4.429183371322323]], 'pbc': [True, True, True]}","[0.0, 20.0, 40.0, 60.0, 80.0, 100.0, 120.0, 140.0, 160.0, 180.0, 200.0, 220.0, 240.0, 260.0, 280.0, 300.0, 320.0, 340.0, 360.0, 380.0, 400.0, 420.0, 440.0, 460.0, 480.0, 500.0, 520.0, 540.0, 560.0, 580.0, 600.0, 620.0, 640.0, 660.0, 680.0, 700.0, 720.0, 740.0, 760.0, 780.0, 800.0, 820.0, 840.0, 860.0, 880.0, 900.0, 920.0, 940.0, 960.0, 980.0, 1000.0]","[0.05304345680694758, 0.0, 0.069422345266515, 0.37736220027558887, 0.7442449458927943, 0.9241606871172733, 0.810449455418525, 0.5041825328775773, 0.35959164926869247, 0.4869670591567091, 0.4984419123728809, 0.14982182837820637, 0.45663884710939323, 1.0, 0.9671914258888301, 0.33962470414336754, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.26920483906069775, 0.6282936305729387, 0.8858728578480899, 0.5907271422608851, 0.22158572419579323, 7.843023692350816e-05, 0.0, 0.0, 1.0155040831407459e-11, 6.400078735143467e-12, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
17,"{'numbers': [12, 8], 'positions': [[0.0, 0.0, 0.0], [1.31656934, 1.31656934, 1.3165693400000003]], 'cell': [[2.63313868, 0.0, 1.6123324280865434e-16], [-1.6123324280865434e-16, 2.63313868, 1.6123324280865434e-16], [0.0, 0.0, 2.63313868]], 'pbc': [True, True, True]}","[0.0, 20.0, 40.0, 60.0, 80.0, 100.0, 120.0, 140.0, 160.0, 180.0, 200.0, 220.0, 240.0, 260.0, 280.0, 300.0, 320.0, 340.0, 360.0, 380.0, 400.0, 420.0, 440.0, 460.0, 480.0, 500.0, 520.0, 540.0, 560.0, 580.0, 600.0, 620.0, 640.0, 660.0, 680.0, 700.0, 720.0, 740.0, 760.0, 780.0, 800.0, 820.0, 840.0, 860.0, 880.0, 900.0, 920.0, 940.0, 960.0, 980.0, 1000.0]","[0.04324431258397123, 0.08146985105042272, 0.16748372229346598, 0.24917843518551847, 0.31340660700790535, 0.3715883905701847, 0.41871925744433697, 0.4530693663417134, 0.4748021354560198, 0.5029426097579792, 0.53665824103426, 0.5609269227164316, 0.5993343511741784, 0.6403821069736467, 0.6925391478723038, 0.7413475403459059, 0.9462925874579688, 1.0, 0.7494840240384792, 0.3681518634380958, 0.15487659080908495, 0.3609302109734129, 0.533228250843021, 0.7330217286848479, 0.8414476570943134, 0.8471433159500821, 0.738149457841338, 0.5872968335474068, 0.48621788594764304, 0.3442592026052132, 0.17417501307266892, 0.030400005137156513, 0.0, 0.014008047727903008, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
18,"{'numbers': [12, 8], 'positions': [[0.0, 0.0, 0.0], [-1.4543189650000001, -0.8396514459303279, -1.3284241150000002]], 'cell': [[0.0, 0.0, -2.65684823], [-1.4543189650000006, -2.518954337790984, -3.562054130853083e-16], [-1.4543189649999992, 2.518954337790984, 1.7810270654265414e-16]], 'pbc': [True, True, True]}","[0.0, 20.0, 40.0, 60.0, 80.0, 100.0, 120.0, 140.0, 160.0, 180.0, 200.0, 220.0, 240.0, 260.0, 280.0, 300.0, 320.0, 340.0, 360.0, 380.0, 400.0, 420.0, 440.0, 460.0, 480.0, 500.0, 520.0, 540.0, 560.0, 580.0, 600.0, 620.0, 640.0, 660.0, 680.0, 700.0, 720.0, 740.0, 760.0, 780.0, 800.0, 820.0, 840.0, 860.0, 880.0, 900.0, 920.0, 940.0, 960.0, 980.0, 1000.0]","[0.0, 0.012952424056406937, 0.03276350519957162, 0.06010387211444988, 0.09576861380847573, 0.13765493285262337, 0.17893873065751514, 0.21096204318889408, 0.24746756146826757, 0.30195694652260646, 0.43415626619377956, 0.6016505176221403, 0.7117083340457755, 0.74328806821181, 0.7281729201059605, 0.7744773064538709, 0.8757086885606704, 1.0, 0.9863139448722618, 0.8577202677042088, 0.6448291300457216, 0.5780718850528404, 0.6001815684012464, 0.514874272054662, 0.3732018647900646, 0.24592295458547397, 0.4058265390811151, 0.47780063666589206, 0.41965889948827373, 0.2918646864168534, 0.22134252390712872, 0.15531637738946533, 0.08338750184358658, 0.026387172724872003, 0.0, 0.0, 0.0, 0.0, 0.0, 3.4742185669749524e-46, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
19,"{'numbers': [11, 1], 'positions': [[0.0, 0.0, 0.0], [1.469697585, 1.469697585, 1.4696975850000003]], 'cell': [[2.93939517, 0.0, 1.7998604431848452e-16], [-1.7998604431848452e-16, 2.93939517, 1.7998604431848452e-16], [0.0, 0.0, 2.93939517]], 'pbc': [True, True, True]}","[0.0, 20.0, 40.0, 60.0, 80.0, 100.0, 120.0, 140.0, 160.0, 180.0, 200.0, 220.0, 240.0, 260.0, 280.0, 300.0, 320.0, 340.0, 360.0, 380.0, 400.0, 420.0, 440.0, 460.0, 480.0, 500.0, 520.0, 540.0, 560.0, 580.0, 600.0, 620.0, 640.0, 660.0, 680.0, 700.0, 720.0, 740.0, 760.0, 780.0, 800.0, 820.0, 840.0, 860.0, 880.0, 900.0, 920.0, 940.0, 960.0, 980.0, 1000.0]","[0.07581415450393439, 0.14208016780575114, 0.2973289657266222, 0.4168006231116487, 0.4722895548998209, 0.504882442264621, 0.5518042195196461, 0.6106910512375648, 0.893006463169234, 1.0, 0.7813175294804497, 0.34849754326861815, 0.06283687410704379, 0.06499661179194256, 0.08260462913712979, 0.08709374122187315, 0.08741494070798572, 0.09293401818803737, 0.09517527575016049, 0.09446407794856804, 0.08976403391881771, 0.08972006075840892, 0.09072201598231831, 0.09308925000271949, 0.09644022269941513, 0.10009634269139048, 0.10248158350247327, 0.10803594165070363, 0.11155992095057153, 0.11787974707744425, 0.12546026741953267, 0.1314039586000452, 0.13809500739695707, 0.14536575038571686, 0.1533316644903349, 0.16231373383447278, 0.176528755345728, 0.20013999256471773, 0.22857715716697427, 0.2552425834105181, 0.3336971721713772, 0.44668964787155546, 0.47191888865557574, 0.385007312048996, 0.2369264755224558, 0.12178899345304829, 0.03618751861078011, 0.0, 0.0, 0.008771184124422364, 0.0]"
20,"{'numbers': [76, 6], 'positions': [[0.0, 0.0, 0.0], [-3.3306690738754696e-16, 1.9768994539646196, 2.220446049250313e-16]], 'cell': [[0.9319193397482436, 2.6358659386194923, 1.6141316450000005], [0.9319193397482436, 2.6358659386194923, -1.6141316449999996], [-1.863838679496487, 2.6358659386194923, -0.0]], 'pbc': [True, True, True]}","[0.0, 20.0, 40.0, 60.0, 80.0, 100.0, 120.0, 140.0, 160.0, 180.0, 200.0, 220.0, 240.0, 260.0, 280.0, 300.0, 320.0, 340.0, 360.0, 380.0, 400.0, 420.0, 440.0, 460.0, 480.0, 500.0, 520.0, 540.0, 560.0, 580.0, 600.0, 620.0, 640.0, 660.0, 680.0, 700.0, 720.0, 740.0, 760.0, 780.0, 800.0, 820.0, 840.0, 860.0, 880.0, 900.0, 920.0, 940.0, 960.0, 980.0, 1000.0]","[0.04742129723560728, 0.03949025355947752, 0.3198158276992855, 0.627837611164458, 0.8548807161562079, 0.6732463355369936, 0.3078794090765125, 0.06255147302166905, 0.01035465632141445, 0.3228519826952723, 0.46975868352222205, 0.37590812517915395, 0.11166347909037484, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1049819449890728, 0.6466408742542161, 1.0, 0.806586365376547, 0.28962539051906866, 0.25149378828065977, 0.4493345775495938, 0.47968469727501184, 0.23506617517521441, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
21,"{'numbers': [20, 20, 14], 'positions': [[0.0, 9.208852027839121, 8.881784197001252e-16], [2.220446049250313e-16, 3.069617342613041, -1.1102230246251565e-16], [0.0, 0.0, 0.0]], 'cell': [[1.4470314924063408, 4.092823123484054, 2.5063320650000005], [1.4470314924063408, 4.092823123484054, -2.5063320649999996], [-2.894062984812681, 4.092823123484054, -0.0]], 'pbc': [True, True, True]}","[0.0, 20.0, 40.0, 60.0, 80.0, 100.0, 120.0, 140.0, 160.0, 180.0, 200.0, 220.0, 240.0, 260.0, 280.0, 300.0, 320.0, 340.0, 360.0, 380.0, 400.0, 420.0, 440.0, 460.0, 480.0, 500.0, 520.0, 540.0, 560.0, 580.0, 600.0, 620.0, 640.0, 660.0, 680.0, 700.0, 720.0, 740.0, 760.0, 780.0, 800.0, 820.0, 840.0, 860.0, 880.0, 900.0, 920.0, 940.0, 960.0, 980.0, 1000.0]","[0.0, 0.02804672316350068, 0.024049453612323735, 0.14734591701571842, 0.4532679608924961, 0.6754150203642657, 0.6231999946046761, 0.5229582344024347, 0.7978603047629731, 0.7674762272908411, 1.0, 0.8709587847007069, 0.8030199683831896, 0.31270998307431136, 0.1326663189453389, 0.0150948289489179, 0.0, 0.039602542643742245, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
22,"{'numbers': [21, 7], 'positions': [[0.0, 0.0, 0.0], [4.440892098500626e-16, 2.095970466962047, -3.3306690738754696e-16]], 'cell': [[0.9880499535703984, 2.794627289282728, 1.7113527200000005], [0.9880499535703984, 2.794627289282728, -1.7113527199999996], [-1.9760999071407963, 2.794627289282728, -0.0]], 'pbc': [True, True, True]}","[0.0, 20.0, 40.0, 60.0, 80.0, 100.0, 120.0, 140.0, 160.0, 180.0, 200.0, 220.0, 240.0, 260.0, 280.0, 300.0, 320.0, 340.0, 360.0, 380.0, 400.0, 420.0, 440.0, 460.0, 480.0, 500.0, 520.0, 540.0, 560.0, 580.0, 600.0, 620.0, 640.0, 660.0, 680.0, 700.0, 720.0, 740.0, 760.0, 780.0, 800.0, 820.0, 840.0, 860.0, 880.0, 900.0, 920.0, 940.0, 960.0, 980.0, 1000.0]","[4.5784405283264184e-05, 0.005567140043655247, 0.01789784320283477, 0.03923006144417874, 0.06958433846900328, 0.11378625914571658, 0.18864019049564293, 0.26351145057970743, 0.3126827696396479, 0.32564080932006373, 0.34117789606343857, 0.33618744551284413, 0.2949621968297999, 0.25590444184066136, 0.21645337114440796, 0.16219374572980505, 0.20177456249633277, 0.29420777856458263, 0.3075819255565115, 0.1688452041696974, 0.0, 0.0, 0.18368229592091437, 0.8410502567897747, 1.0, 0.6017303800787367, 0.07044177907302232, 0.0, 0.03284229737947372, 0.21401961237837078, 0.33771742339285493, 0.31947427675118023, 0.17453545079102076, 0.12935226481248593, 0.08691926802969623, 0.038659678546281336, 0.004810005674516792, 0.0, 0.0, 0.0, 0.0, 1.5120371442991048e-46, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
23,"{'numbers': [44, 6], 'positions': [[0.0, 0.0, 0.0], [-3.3306690738754696e-16, 1.9540437489489328, 5.551115123125783e-16]], 'cell': [[0.921145057077983, 2.6053916652652442, 1.5954700400000004], [0.921145057077983, 2.6053916652652442, -1.5954700399999995], [-1.8422901141559658, 2.6053916652652442, -0.0]], 'pbc': [True, True, True]}","[0.0, 20.0, 40.0, 60.0, 80.0, 100.0, 120.0, 140.0, 160.0, 180.0, 200.0, 220.0, 240.0, 260.0, 280.0, 300.0, 320.0, 340.0, 360.0, 380.0, 400.0, 420.0, 440.0, 460.0, 480.0, 500.0, 520.0, 540.0, 560.0, 580.0, 600.0, 620.0, 640.0, 660.0, 680.0, 700.0, 720.0, 740.0, 760.0, 780.0, 800.0, 820.0, 840.0, 860.0, 880.0, 900.0, 920.0, 940.0, 960.0, 980.0, 1000.0]","[0.0, 0.01219125347540735, 0.02591668282553599, 0.06636096948277918, 0.17823176632473098, 0.3456152292648051, 0.505367715256602, 0.533345420775782, 0.48778049863712386, 0.3296540786795775, 0.16065315229560778, 0.056812622427591004, 0.08193287077033869, 0.32399131814946974, 0.3815651040511508, 0.2558722906864206, 0.021815536543653244, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.255620130400688, 0.8404881109440444, 1.0, 0.5797236795399965, 0.0, 0.0, 0.2673725279474719, 0.48317282470829315, 0.4391899224521717, 0.1402773737142061, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6124699458440282e-68, 8.706374641398558e-68, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
24,"{'numbers': [14, 50], 'positions': [[0.0, 0.0, 0.0], [-4.440892098500626e-16, 2.597928649731557, 2.220446049250313e-16]], 'cell': [[1.2246753101759966, 3.463904866308742, 2.1211998600000004], [1.2246753101759966, 3.463904866308742, -2.1211998599999995], [-2.449350620351993, 3.463904866308742, -0.0]], 'pbc': [True, True, True]}","[0.0, 20.0, 40.0, 60.0, 80.0, 100.0, 120.0, 140.0, 160.0, 180.0, 200.0, 220.0, 240.0, 260.0, 280.0, 300.0, 320.0, 340.0, 360.0, 380.0, 400.0, 420.0, 440.0, 460.0, 480.0, 500.0, 520.0, 540.0, 560.0, 580.0, 600.0, 620.0, 640.0, 660.0, 680.0, 700.0, 720.0, 740.0, 760.0, 780.0, 800.0, 820.0, 840.0, 860.0, 880.0, 900.0, 920.0, 940.0, 960.0, 980.0, 1000.0]","[0.10452148932269122, 0.0, 0.23812191352894016, 0.6224712825109628, 0.6594510071654824, 0.326472674023839, 0.2127171025950986, 0.27555835796228734, 0.26389268528477156, 0.08687903347077686, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3309064509055696, 0.9707895402931634, 1.0, 0.47648182941921996, 0.0, 0.0, 0.22369358895435432, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
25,"{'numbers': [38, 8], 'positions': [[0.0, 0.0, 0.0], [1.53872244, 1.53872244, 1.5387224400000001]], 'cell': [[3.07744488, 0.0, 1.8843915109222051e-16], [-1.8843915109222051e-16, 3.07744488, 1.8843915109222051e-16], [0.0, 0.0, 3.07744488]], 'pbc': [True, True, True]}","[0.0, 20.0, 40.0, 60.0, 80.0, 100.0, 120.0, 140.0, 160.0, 180.0, 200.0, 220.0, 240.0, 260.0, 280.0, 300.0, 320.0, 340.0, 360.0, 380.0, 400.0, 420.0, 440.0, 460.0, 480.0, 500.0, 520.0, 540.0, 560.0, 580.0, 600.0, 620.0, 640.0, 660.0, 680.0, 700.0, 720.0, 740.0, 760.0, 780.0, 800.0, 820.0, 840.0, 860.0, 880.0, 900.0, 920.0, 940.0, 960.0, 980.0, 1000.0]","[0.06707926527341744, 0.10184510440556525, 0.18612024612854777, 0.25274154918200104, 0.30269148124741735, 0.36998925593849646, 0.512582922445103, 0.8577225205950303, 1.0, 0.8375762916743483, 0.483076600486057, 0.3006118131336021, 0.31645718618541496, 0.316413162737848, 0.29813733681270926, 0.2885547103111245, 0.3601101984895241, 0.3784908794979167, 0.3379998290648805, 0.2650323907321956, 0.24070556543985933, 0.2601117307161574, 0.18194472097157766, 0.053329160971054515, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
